'Elapsed time','ECG I','ECG I filtered'
'0:17.116',-0.195,-0.135
'0:17.118',-0.175,-0.115
'0:17.120',-0.150,-0.095
'0:17.122',-0.135,-0.075
'0:17.124',-0.115,-0.055
'0:17.126',-0.095,-0.045
'0:17.128',-0.100,-0.040
'0:17.130',-0.095,-0.040
'0:17.132',-0.110,-0.040
'0:17.134',-0.125,-0.040
'0:17.136',-0.140,-0.045
'0:17.138',-0.145,-0.045
'0:17.140',-0.145,-0.050
'0:17.142',-0.135,-0.050
'0:17.144',-0.115,-0.050
'0:17.146',-0.120,-0.050
'0:17.148',-0.105,-0.055
'0:17.150',-0.090,-0.055
'0:17.152',-0.105,-0.060
'0:17.154',-0.115,-0.060
'0:17.156',-0.125,-0.060
'0:17.158',-0.130,-0.060
'0:17.160',-0.130,-0.060
'0:17.162',-0.115,-0.060
'0:17.164',-0.105,-0.055
'0:17.166',-0.095,-0.055
'0:17.168',-0.080,-0.050
'0:17.170',-0.080,-0.045
'0:17.172',-0.085,-0.045
'0:17.174',-0.090,-0.040
'0:17.176',-0.090,-0.035
'0:17.178',-0.095,-0.030
'0:17.180',-0.115,-0.025
'0:17.182',-0.110,-0.025
'0:17.184',-0.110,-0.025
'0:17.186',-0.095,-0.025
'0:17.188',-0.090,-0.025
'0:17.190',-0.090,-0.030
'0:17.192',-0.090,-0.030
'0:17.194',-0.100,-0.035
'0:17.196',-0.100,-0.035
'0:17.198',-0.110,-0.035
'0:17.200',-0.105,-0.035
'0:17.202',-0.090,-0.030
'0:17.204',-0.070,-0.025
'0:17.206',-0.065,-0.020
'0:17.208',-0.060,-0.015
'0:17.210',-0.050,-0.010
'0:17.212',-0.055,-0.005
'0:17.214',-0.065,0.000
'0:17.216',-0.070,0.005
'0:17.218',-0.080,0.010
'0:17.220',-0.085,0.015
'0:17.222',-0.085,0.015
'0:17.224',-0.060,0.015
'0:17.226',-0.050,0.010
'0:17.228',-0.055,0.010
'0:17.230',-0.050,0.010
'0:17.232',-0.065,0.005
'0:17.234',-0.050,0.005
'0:17.236',-0.060,0.010
'0:17.238',-0.075,0.010
'0:17.240',-0.065,0.015
'0:17.242',-0.045,0.020
'0:17.244',-0.030,0.025
'0:17.246',-0.025,0.030
'0:17.248',-0.010,0.030
'0:17.250',-0.020,0.035
'0:17.252',-0.025,0.035
'0:17.254',-0.030,0.035
'0:17.256',-0.030,0.035
'0:17.258',-0.035,0.040
'0:17.260',-0.025,0.040
'0:17.262',0.000,0.045
'0:17.264',0.015,0.050
'0:17.266',0.020,0.060
'0:17.268',0.045,0.065
'0:17.270',0.045,0.075
'0:17.272',0.040,0.080
'0:17.274',0.040,0.090
'0:17.276',0.040,0.095
'0:17.278',0.050,0.100
'0:17.280',0.050,0.105
'0:17.282',0.055,0.110
'0:17.284',0.075,0.120
'0:17.286',0.095,0.125
'0:17.288',0.110,0.130
'0:17.290',0.110,0.140
'0:17.292',0.100,0.145
'0:17.294',0.105,0.150
'0:17.296',0.110,0.160
'0:17.298',0.110,0.165
'0:17.300',0.115,0.170
'0:17.302',0.120,0.170
'0:17.304',0.125,0.175
'0:17.306',0.145,0.180
'0:17.308',0.145,0.185
'0:17.310',0.150,0.190
'0:17.312',0.140,0.195
'0:17.314',0.125,0.200
'0:17.316',0.125,0.200
'0:17.318',0.125,0.200
'0:17.320',0.120,0.200
'0:17.322',0.125,0.200
'0:17.324',0.130,0.200
'0:17.326',0.130,0.195
'0:17.328',0.135,0.195
'0:17.330',0.130,0.185
'0:17.332',0.110,0.180
'0:17.334',0.095,0.170
'0:17.336',0.080,0.155
'0:17.338',0.065,0.145
'0:17.340',0.050,0.130
'0:17.342',0.065,0.115
'0:17.344',0.055,0.105
'0:17.346',0.050,0.095
'0:17.348',0.055,0.085
'0:17.350',0.045,0.080
'0:17.352',0.015,0.070
'0:17.354',0.005,0.065
'0:17.356',-0.025,0.060
'0:17.358',-0.040,0.050
'0:17.360',-0.020,0.040
'0:17.362',-0.010,0.035
'0:17.364',-0.020,0.025
'0:17.366',-0.030,0.020
'0:17.368',-0.030,0.015
'0:17.370',-0.040,0.010
'0:17.372',-0.050,0.005
'0:17.374',-0.065,0.000
'0:17.376',-0.065,0.000
'0:17.378',-0.080,-0.005
'0:17.380',-0.070,-0.010
'0:17.382',-0.085,-0.015
'0:17.384',-0.085,-0.015
'0:17.386',-0.080,-0.020
'0:17.388',-0.080,-0.025
'0:17.390',-0.080,-0.025
'0:17.392',-0.090,-0.030
'0:17.394',-0.105,-0.030
'0:17.396',-0.105,-0.030
'0:17.398',-0.105,-0.035
'0:17.400',-0.100,-0.035
'0:17.402',-0.085,-0.040
'0:17.404',-0.075,-0.040
'0:17.406',-0.075,-0.045
'0:17.408',-0.085,-0.045
'0:17.410',-0.085,-0.050
'0:17.412',-0.105,-0.050
'0:17.414',-0.105,-0.055
'0:17.416',-0.115,-0.055
'0:17.418',-0.130,-0.060
'0:17.420',-0.120,-0.065
'0:17.422',-0.095,-0.065
'0:17.424',-0.085,-0.070
'0:17.426',-0.080,-0.075
'0:17.428',-0.075,-0.075
'0:17.430',-0.085,-0.075
'0:17.432',-0.095,-0.075
'0:17.434',-0.105,-0.070
'0:17.436',-0.105,-0.065
'0:17.438',-0.120,-0.055
'0:17.440',-0.085,-0.050
'0:17.442',-0.080,-0.040
'0:17.444',-0.075,-0.035
'0:17.446',-0.075,-0.030
'0:17.448',-0.080,-0.025
'0:17.450',-0.090,-0.025
'0:17.452',-0.095,-0.025
'0:17.454',-0.095,-0.025
'0:17.456',-0.095,-0.030
'0:17.458',-0.105,-0.035
'0:17.460',-0.090,-0.040
'0:17.462',-0.075,-0.045
'0:17.464',-0.075,-0.050
'0:17.466',-0.080,-0.055
'0:17.468',-0.075,-0.055
'0:17.470',-0.090,-0.055
'0:17.472',-0.095,-0.055
'0:17.474',-0.110,-0.050
'0:17.476',-0.110,-0.050
'0:17.478',-0.100,-0.045
'0:17.480',-0.075,-0.045
'0:17.482',-0.070,-0.045
'0:17.484',-0.060,-0.045
'0:17.486',-0.050,-0.045
'0:17.488',-0.055,-0.045
'0:17.490',-0.070,-0.045
'0:17.492',-0.075,-0.050
'0:17.494',-0.080,-0.050
'0:17.496',-0.080,-0.050
'0:17.498',-0.075,-0.050
'0:17.500',-0.075,-0.045
'0:17.502',-0.070,-0.040
'0:17.504',-0.050,-0.040
'0:17.506',-0.045,-0.035
'0:17.508',-0.035,-0.030
'0:17.510',-0.055,-0.030
'0:17.512',-0.065,-0.030
'0:17.514',-0.065,-0.030
'0:17.516',-0.070,-0.030
'0:17.518',-0.070,-0.035
'0:17.520',-0.065,-0.040
'0:17.522',-0.055,-0.040
'0:17.524',-0.040,-0.045
'0:17.526',-0.030,-0.045
'0:17.528',-0.030,-0.045
'0:17.530',-0.045,-0.040
'0:17.532',-0.055,-0.035
'0:17.534',-0.065,-0.030
'0:17.536',-0.060,-0.025
'0:17.538',-0.045,-0.020
'0:17.540',-0.040,-0.015
'0:17.542',-0.035,-0.010
'0:17.544',-0.035,-0.010
'0:17.546',-0.035,-0.005
'0:17.548',-0.020,-0.005
'0:17.550',-0.040,-0.005
'0:17.552',-0.045,-0.010
'0:17.554',-0.055,-0.010
'0:17.556',-0.070,-0.015
'0:17.558',-0.065,-0.015
'0:17.560',-0.055,-0.020
'0:17.562',-0.040,-0.025
'0:17.564',-0.015,-0.030
'0:17.566',-0.040,-0.030
'0:17.568',-0.045,-0.035
'0:17.570',-0.045,-0.040
'0:17.572',-0.055,-0.045
'0:17.574',-0.065,-0.045
'0:17.576',-0.070,-0.045
'0:17.578',-0.065,-0.045
'0:17.580',-0.050,-0.040
'0:17.582',-0.035,-0.040
'0:17.584',-0.035,-0.035
'0:17.586',-0.035,-0.030
'0:17.588',-0.035,-0.030
'0:17.590',-0.050,-0.025
'0:17.592',-0.060,-0.025
'0:17.594',-0.055,-0.025
'0:17.596',-0.070,-0.025
'0:17.598',-0.070,-0.030
'0:17.600',-0.055,-0.030
'0:17.602',-0.045,-0.035
'0:17.604',-0.040,-0.035
'0:17.606',-0.030,-0.035
'0:17.608',-0.025,-0.035
'0:17.610',-0.050,-0.035
'0:17.612',-0.065,-0.035
'0:17.614',-0.085,-0.030
'0:17.616',-0.085,-0.030
'0:17.618',-0.070,-0.025
'0:17.620',-0.055,-0.025
'0:17.622',-0.035,-0.030
'0:17.624',-0.040,-0.030
'0:17.626',-0.045,-0.035
'0:17.628',-0.045,-0.035
'0:17.630',-0.050,-0.040
'0:17.632',-0.075,-0.040
'0:17.634',-0.075,-0.045
'0:17.636',-0.095,-0.045
'0:17.638',-0.090,-0.045
'0:17.640',-0.080,-0.045
'0:17.642',-0.065,-0.045
'0:17.644',-0.055,-0.045
'0:17.646',-0.050,-0.045
'0:17.648',-0.050,-0.045
'0:17.650',-0.060,-0.045
'0:17.652',-0.075,-0.045
'0:17.654',-0.080,-0.045
'0:17.656',-0.090,-0.045
'0:17.658',-0.080,-0.045
'0:17.660',-0.060,-0.040
'0:17.662',-0.045,-0.040
'0:17.664',-0.055,-0.040
'0:17.666',-0.055,-0.040
'0:17.668',-0.065,-0.040
'0:17.670',-0.075,-0.045
'0:17.672',-0.080,-0.045
'0:17.674',-0.080,-0.050
'0:17.676',-0.085,-0.050
'0:17.678',-0.075,-0.055
'0:17.680',-0.075,-0.060
'0:17.682',-0.070,-0.060
'0:17.684',-0.060,-0.060
'0:17.686',-0.055,-0.060
'0:17.688',-0.050,-0.060
'0:17.690',-0.065,-0.060
'0:17.692',-0.075,-0.055
'0:17.694',-0.080,-0.050
'0:17.696',-0.090,-0.050
'0:17.698',-0.090,-0.050
'0:17.700',-0.075,-0.045
'0:17.702',-0.060,-0.045
'0:17.704',-0.065,-0.045
'0:17.706',-0.055,-0.045
'0:17.708',-0.060,-0.045
'0:17.710',-0.075,-0.045
'0:17.712',-0.080,-0.050
'0:17.714',-0.095,-0.050
'0:17.716',-0.105,-0.050
'0:17.718',-0.100,-0.050
'0:17.720',-0.095,-0.050
'0:17.722',-0.075,-0.050
'0:17.724',-0.075,-0.055
'0:17.726',-0.070,-0.055
'0:17.728',-0.075,-0.060
'0:17.730',-0.090,-0.065
'0:17.732',-0.095,-0.065
'0:17.734',-0.090,-0.070
'0:17.736',-0.105,-0.070
'0:17.738',-0.085,-0.065
'0:17.740',-0.065,-0.060
'0:17.742',-0.045,-0.055
'0:17.744',-0.045,-0.050
'0:17.746',-0.020,-0.040
'0:17.748',-0.040,-0.035
'0:17.750',-0.065,-0.025
'0:17.752',-0.065,-0.020
'0:17.754',-0.070,-0.020
'0:17.756',-0.075,-0.020
'0:17.758',-0.070,-0.020
'0:17.760',-0.065,-0.020
'0:17.762',-0.060,-0.025
'0:17.764',-0.040,-0.030
'0:17.766',-0.030,-0.035
'0:17.768',-0.045,-0.035
'0:17.770',-0.070,-0.040
'0:17.772',-0.060,-0.040
'0:17.774',-0.055,-0.035
'0:17.776',-0.050,-0.035
'0:17.778',-0.035,-0.030
'0:17.780',-0.020,-0.030
'0:17.782',-0.025,-0.025
'0:17.784',-0.010,-0.015
'0:17.786',-0.005,-0.010
'0:17.788',-0.025,-0.005
'0:17.790',-0.045,0.000
'0:17.792',-0.030,0.005
'0:17.794',-0.025,0.010
'0:17.796',-0.030,0.010
'0:17.798',-0.025,0.010
'0:17.800',-0.020,0.010
'0:17.802',-0.010,0.005
'0:17.804',-0.015,0.000
'0:17.806',-0.025,-0.005
'0:17.808',-0.040,-0.015
'0:17.810',-0.075,-0.025
'0:17.812',-0.090,-0.035
'0:17.814',-0.100,-0.040
'0:17.816',-0.110,-0.045
'0:17.818',-0.100,-0.055
'0:17.820',-0.090,-0.055
'0:17.822',-0.085,-0.060
'0:17.824',-0.080,-0.065
'0:17.826',-0.085,-0.065
'0:17.828',-0.080,-0.070
'0:17.830',-0.100,-0.070
'0:17.832',-0.105,-0.070
'0:17.834',-0.095,-0.075
'0:17.836',-0.110,-0.075
'0:17.838',-0.095,-0.075
'0:17.840',-0.080,-0.075
'0:17.842',-0.085,-0.080
'0:17.844',-0.075,-0.080
'0:17.846',-0.070,-0.080
'0:17.848',-0.085,-0.080
'0:17.850',-0.100,-0.080
'0:17.852',-0.115,-0.075
'0:17.854',-0.110,-0.075
'0:17.856',-0.125,-0.075
'0:17.858',-0.105,-0.070
'0:17.860',-0.095,-0.070
'0:17.862',-0.085,-0.070
'0:17.864',-0.085,-0.065
'0:17.866',-0.095,-0.070
'0:17.868',-0.110,-0.070
'0:17.870',-0.125,-0.070
'0:17.872',-0.120,-0.075
'0:17.874',-0.100,-0.075
'0:17.876',-0.120,-0.080
'0:17.878',-0.110,-0.080
'0:17.880',-0.105,-0.085
'0:17.882',-0.090,-0.085
'0:17.884',-0.085,-0.085
'0:17.886',-0.095,-0.085
'0:17.888',-0.120,-0.090
'0:17.890',-0.115,-0.090
'0:17.892',-0.120,-0.090
'0:17.894',-0.120,-0.085
'0:17.896',-0.115,-0.085
'0:17.898',-0.105,-0.085
'0:17.900',-0.100,-0.080
'0:17.902',-0.100,-0.085
'0:17.904',-0.095,-0.085
'0:17.906',-0.110,-0.090
'0:17.908',-0.140,-0.100
'0:17.910',-0.150,-0.110
'0:17.912',-0.150,-0.120
'0:17.914',-0.170,-0.125
'0:17.916',-0.175,-0.130
'0:17.918',-0.155,-0.120
'0:17.920',-0.115,-0.105
'0:17.922',-0.055,-0.075
'0:17.924',0.000,-0.030
'0:17.926',0.045,0.025
'0:17.928',0.100,0.095
'0:17.930',0.155,0.170
'0:17.932',0.215,0.255
'0:17.934',0.285,0.340
'0:17.936',0.385,0.425
'0:17.938',0.530,0.500
'0:17.940',0.630,0.560
'0:17.942',0.665,0.605
'0:17.944',0.655,0.620
'0:17.946',0.590,0.610
'0:17.948',0.505,0.565
'0:17.950',0.425,0.495
'0:17.952',0.345,0.400
'0:17.954',0.250,0.290
'0:17.956',0.150,0.180
'0:17.958',0.025,0.070
'0:17.960',-0.090,-0.020
'0:17.962',-0.160,-0.090
'0:17.964',-0.170,-0.135
'0:17.966',-0.155,-0.160
'0:17.968',-0.150,-0.160
'0:17.970',-0.145,-0.145
'0:17.972',-0.145,-0.125
'0:17.974',-0.110,-0.105
'0:17.976',-0.095,-0.085
'0:17.978',-0.075,-0.075
'0:17.980',-0.060,-0.070
'0:17.982',-0.045,-0.070
'0:17.984',-0.050,-0.070
'0:17.986',-0.060,-0.070
'0:17.988',-0.075,-0.070
'0:17.990',-0.095,-0.070
'0:17.992',-0.090,-0.060
'0:17.994',-0.090,-0.055
'0:17.996',-0.090,-0.050
'0:17.998',-0.085,-0.045
'0:18.000',-0.080,-0.040
'0:18.002',-0.070,-0.040
'0:18.004',-0.050,-0.040
'0:18.006',-0.060,-0.045
'0:18.008',-0.065,-0.050
'0:18.010',-0.080,-0.050
'0:18.012',-0.090,-0.055
'0:18.014',-0.100,-0.055
'0:18.016',-0.090,-0.055
'0:18.018',-0.060,-0.050
'0:18.020',-0.055,-0.045
'0:18.022',-0.055,-0.045
'0:18.024',-0.040,-0.040
'0:18.026',-0.055,-0.035
'0:18.028',-0.070,-0.035
'0:18.030',-0.080,-0.035
'0:18.032',-0.065,-0.035
'0:18.034',-0.065,-0.035
'0:18.036',-0.050,-0.035
'0:18.038',-0.055,-0.035
'0:18.040',-0.045,-0.035
'0:18.042',-0.030,-0.035
'0:18.044',-0.015,-0.035
'0:18.046',-0.030,-0.030
'0:18.048',-0.050,-0.030
'0:18.050',-0.045,-0.020
'0:18.052',-0.045,-0.015
'0:18.054',-0.060,-0.010
'0:18.056',-0.035,-0.005
'0:18.058',-0.025,-0.005
'0:18.060',-0.025,0.000
'0:18.062',-0.035,0.000
'0:18.064',-0.030,0.000
'0:18.066',-0.035,0.000
'0:18.068',-0.035,-0.005
'0:18.070',-0.045,-0.005
'0:18.072',-0.055,-0.005
'0:18.074',-0.055,-0.005
'0:18.076',-0.040,0.000
'0:18.078',-0.030,0.000
'0:18.080',-0.015,0.000
'0:18.082',-0.005,0.000
'0:18.084',0.010,0.000
'0:18.086',-0.005,0.000
'0:18.088',-0.010,0.000
'0:18.090',-0.005,0.000
'0:18.092',-0.010,0.000
'0:18.094',-0.015,0.005
'0:18.096',-0.015,0.010
'0:18.098',0.010,0.020
'0:18.100',0.010,0.030
'0:18.102',0.030,0.040
'0:18.104',0.050,0.050
'0:18.106',0.040,0.060
'0:18.108',0.020,0.065
'0:18.110',0.020,0.070
'0:18.112',0.020,0.070
'0:18.114',0.015,0.070
'0:18.116',0.040,0.070
'0:18.118',0.055,0.065
'0:18.120',0.070,0.065
'0:18.122',0.085,0.065
'0:18.124',0.085,0.065
'0:18.126',0.080,0.070
'0:18.128',0.085,0.075
'0:18.130',0.070,0.085
'0:18.132',0.075,0.095
'0:18.134',0.070,0.100
'0:18.136',0.090,0.110
'0:18.138',0.105,0.115
'0:18.140',0.125,0.125
'0:18.142',0.140,0.130
'0:18.144',0.135,0.135
'0:18.146',0.130,0.140
'0:18.148',0.135,0.145
'0:18.150',0.135,0.150
'0:18.152',0.140,0.155
'0:18.154',0.145,0.160
'0:18.156',0.155,0.165
'0:18.158',0.155,0.170
'0:18.160',0.170,0.175
'0:18.162',0.180,0.180
'0:18.164',0.175,0.180
'0:18.166',0.165,0.185
'0:18.168',0.155,0.185
'0:18.170',0.160,0.185
'0:18.172',0.155,0.185
'0:18.174',0.150,0.190
'0:18.176',0.155,0.190
'0:18.178',0.170,0.190
'0:18.180',0.170,0.190
'0:18.182',0.180,0.190
'0:18.184',0.180,0.185
'0:18.186',0.155,0.180
'0:18.188',0.130,0.175
'0:18.190',0.115,0.170
'0:18.192',0.110,0.160
'0:18.194',0.095,0.155
'0:18.196',0.095,0.145
'0:18.198',0.100,0.135
'0:18.200',0.090,0.130
'0:18.202',0.080,0.115
'0:18.204',0.075,0.105
'0:18.206',0.060,0.095
'0:18.208',0.040,0.080
'0:18.210',0.050,0.065
'0:18.212',0.005,0.055
'0:18.214',-0.015,0.045
'0:18.216',0.005,0.035
'0:18.218',0.005,0.025
'0:18.220',0.000,0.020
'0:18.222',-0.005,0.015
'0:18.224',-0.010,0.015
'0:18.226',-0.030,0.010
'0:18.228',-0.030,0.010
'0:18.230',-0.040,0.005
'0:18.232',-0.050,0.000
'0:18.234',-0.055,-0.005
'0:18.236',-0.045,-0.010
'0:18.238',-0.040,-0.015
'0:18.240',-0.035,-0.020
'0:18.242',-0.050,-0.025
'0:18.244',-0.050,-0.030
'0:18.246',-0.075,-0.030
'0:18.248',-0.080,-0.035
'0:18.250',-0.090,-0.035
'0:18.252',-0.100,-0.035
'0:18.254',-0.085,-0.035
'0:18.256',-0.075,-0.040
'0:18.258',-0.060,-0.040
'0:18.260',-0.055,-0.045
'0:18.262',-0.050,-0.045
'0:18.264',-0.075,-0.045
'0:18.266',-0.085,-0.045
'0:18.268',-0.095,-0.045
'0:18.270',-0.095,-0.045
'0:18.272',-0.095,-0.045
'0:18.274',-0.085,-0.045
'0:18.276',-0.080,-0.050
'0:18.278',-0.070,-0.050
'0:18.280',-0.065,-0.055
'0:18.282',-0.055,-0.055
'0:18.284',-0.065,-0.060
'0:18.286',-0.075,-0.065
'0:18.288',-0.080,-0.065
'0:18.290',-0.105,-0.065
'0:18.292',-0.100,-0.060
'0:18.294',-0.085,-0.055
'0:18.296',-0.085,-0.050
'0:18.298',-0.065,-0.045
'0:18.300',-0.055,-0.040
'0:18.302',-0.050,-0.035
'0:18.304',-0.055,-0.030
'0:18.306',-0.070,-0.030
'0:18.308',-0.060,-0.025
'0:18.310',-0.075,-0.025
'0:18.312',-0.100,-0.025
'0:18.314',-0.095,-0.025
'0:18.316',-0.085,-0.030
'0:18.318',-0.070,-0.035
'0:18.320',-0.050,-0.040
'0:18.322',-0.045,-0.045
'0:18.324',-0.060,-0.050
'0:18.326',-0.065,-0.050
'0:18.328',-0.070,-0.055
'0:18.330',-0.095,-0.055
'0:18.332',-0.090,-0.055
'0:18.334',-0.090,-0.055
'0:18.336',-0.065,-0.055
'0:18.338',-0.070,-0.050
'0:18.340',-0.055,-0.050
'0:18.342',-0.050,-0.050
'0:18.344',-0.060,-0.045
'0:18.346',-0.070,-0.045
'0:18.348',-0.075,-0.045
'0:18.350',-0.085,-0.040
'0:18.352',-0.100,-0.040
'0:18.354',-0.075,-0.040
'0:18.356',-0.075,-0.035
'0:18.358',-0.060,-0.035
'0:18.360',-0.060,-0.035
'0:18.362',-0.055,-0.035
'0:18.364',-0.055,-0.035
'0:18.366',-0.065,-0.035
'0:18.368',-0.080,-0.035
'0:18.370',-0.075,-0.035
'0:18.372',-0.070,-0.035
'0:18.374',-0.065,-0.030
'0:18.376',-0.065,-0.030
'0:18.378',-0.045,-0.025
'0:18.380',-0.025,-0.020
'0:18.382',-0.035,-0.020
'0:18.384',-0.045,-0.015
'0:18.386',-0.065,-0.015
'0:18.388',-0.075,-0.020
'0:18.390',-0.075,-0.020
'0:18.392',-0.080,-0.025
'0:18.394',-0.080,-0.025
'0:18.396',-0.065,-0.030
'0:18.398',-0.060,-0.035
'0:18.400',-0.050,-0.040
'0:18.402',-0.060,-0.040
'0:18.404',-0.070,-0.040
'0:18.406',-0.070,-0.045
'0:18.408',-0.080,-0.045
'0:18.410',-0.090,-0.045
'0:18.412',-0.110,-0.045
'0:18.414',-0.090,-0.045
'0:18.416',-0.075,-0.045
'0:18.418',-0.070,-0.045
'0:18.420',-0.045,-0.045
'0:18.422',-0.055,-0.045
'0:18.424',-0.080,-0.045
'0:18.426',-0.070,-0.045
'0:18.428',-0.075,-0.045
'0:18.430',-0.095,-0.040
'0:18.432',-0.100,-0.040
'0:18.434',-0.085,-0.035
'0:18.436',-0.075,-0.035
'0:18.438',-0.065,-0.030
'0:18.440',-0.065,-0.030
'0:18.442',-0.065,-0.030
'0:18.444',-0.075,-0.035
'0:18.446',-0.100,-0.040
'0:18.448',-0.090,-0.045
'0:18.450',-0.090,-0.050
'0:18.452',-0.095,-0.055
'0:18.454',-0.080,-0.055
'0:18.456',-0.055,-0.055
'0:18.458',-0.060,-0.055
'0:18.460',-0.045,-0.050
'0:18.462',-0.055,-0.045
'0:18.464',-0.080,-0.040
'0:18.466',-0.075,-0.035
'0:18.468',-0.090,-0.030
'0:18.470',-0.095,-0.030
'0:18.472',-0.100,-0.035
'0:18.474',-0.085,-0.040
'0:18.476',-0.080,-0.045
'0:18.478',-0.075,-0.050
'0:18.480',-0.055,-0.050
'0:18.482',-0.050,-0.055
'0:18.484',-0.060,-0.055
'0:18.486',-0.070,-0.050
'0:18.488',-0.085,-0.050
'0:18.490',-0.095,-0.045
'0:18.492',-0.105,-0.040
'0:18.494',-0.080,-0.040
'0:18.496',-0.070,-0.040
'0:18.498',-0.085,-0.045
'0:18.500',-0.075,-0.045
'0:18.502',-0.085,-0.050
'0:18.504',-0.090,-0.055
'0:18.506',-0.100,-0.055
'0:18.508',-0.075,-0.055
'0:18.510',-0.105,-0.055
'0:18.512',-0.100,-0.050
'0:18.514',-0.090,-0.045
'0:18.516',-0.085,-0.045
'0:18.518',-0.065,-0.040
'0:18.520',-0.045,-0.040
'0:18.522',-0.055,-0.040
'0:18.524',-0.065,-0.045
'0:18.526',-0.095,-0.050
'0:18.528',-0.110,-0.055
'0:18.530',-0.110,-0.060
'0:18.532',-0.090,-0.060
'0:18.534',-0.085,-0.060
'0:18.536',-0.065,-0.055
'0:18.538',-0.065,-0.050
'0:18.540',-0.050,-0.045
'0:18.542',-0.070,-0.040
'0:18.544',-0.075,-0.040
'0:18.546',-0.095,-0.035
'0:18.548',-0.095,-0.035
'0:18.550',-0.090,-0.040
'0:18.552',-0.090,-0.040
'0:18.554',-0.070,-0.045
'0:18.556',-0.075,-0.050
'0:18.558',-0.075,-0.050
'0:18.560',-0.060,-0.055
'0:18.562',-0.065,-0.055
'0:18.564',-0.085,-0.055
'0:18.566',-0.095,-0.055
'0:18.568',-0.105,-0.055
'0:18.570',-0.100,-0.050
'0:18.572',-0.095,-0.050
'0:18.574',-0.075,-0.050
'0:18.576',-0.080,-0.050
'0:18.578',-0.065,-0.045
'0:18.580',-0.065,-0.050
'0:18.582',-0.060,-0.050
'0:18.584',-0.060,-0.050
'0:18.586',-0.085,-0.050
'0:18.588',-0.085,-0.050
'0:18.590',-0.075,-0.045
'0:18.592',-0.060,-0.040
'0:18.594',-0.060,-0.035
'0:18.596',-0.045,-0.030
'0:18.598',-0.045,-0.020
'0:18.600',-0.045,-0.015
'0:18.602',-0.030,-0.010
'0:18.604',-0.045,-0.010
'0:18.606',-0.045,-0.010
'0:18.608',-0.055,-0.010
'0:18.610',-0.055,-0.015
'0:18.612',-0.060,-0.025
'0:18.614',-0.050,-0.030
'0:18.616',-0.040,-0.030
'0:18.618',-0.030,-0.030
'0:18.620',-0.025,-0.025
'0:18.622',-0.015,-0.020
'0:18.624',-0.010,-0.005
'0:18.626',-0.010,0.005
'0:18.628',-0.005,0.020
'0:18.630',-0.025,0.030
'0:18.632',-0.010,0.035
'0:18.634',-0.015,0.040
'0:18.636',-0.030,0.035
'0:18.638',-0.005,0.030
'0:18.640',0.000,0.020
'0:18.642',-0.025,0.010
'0:18.644',-0.035,0.005
'0:18.646',-0.025,-0.005
'0:18.648',-0.035,-0.010
'0:18.650',-0.045,-0.010
'0:18.652',-0.045,-0.010
'0:18.654',-0.045,-0.010
'0:18.656',-0.035,-0.010
'0:18.658',-0.040,-0.010
'0:18.660',-0.030,-0.010
'0:18.662',-0.040,-0.010
'0:18.664',-0.060,-0.015
'0:18.666',-0.085,-0.020
'0:18.668',-0.105,-0.025
'0:18.670',-0.115,-0.035
'0:18.672',-0.100,-0.045
'0:18.674',-0.070,-0.050
'0:18.676',-0.075,-0.055
'0:18.678',-0.080,-0.065
'0:18.680',-0.080,-0.065
'0:18.682',-0.075,-0.070
'0:18.684',-0.095,-0.070
'0:18.686',-0.110,-0.070
'0:18.688',-0.125,-0.065
'0:18.690',-0.120,-0.065
'0:18.692',-0.100,-0.065
'0:18.694',-0.085,-0.065
'0:18.696',-0.075,-0.065
'0:18.698',-0.060,-0.065
'0:18.700',-0.080,-0.065
'0:18.702',-0.095,-0.060
'0:18.704',-0.105,-0.060
'0:18.706',-0.100,-0.055
'0:18.708',-0.105,-0.050
'0:18.710',-0.105,-0.045
'0:18.712',-0.105,-0.045
'0:18.714',-0.090,-0.045
'0:18.716',-0.080,-0.045
'0:18.718',-0.065,-0.050
'0:18.720',-0.080,-0.055
'0:18.722',-0.090,-0.060
'0:18.724',-0.095,-0.065
'0:18.726',-0.125,-0.065
'0:18.728',-0.125,-0.070
'0:18.730',-0.115,-0.070
'0:18.732',-0.115,-0.075
'0:18.734',-0.105,-0.075
'0:18.736',-0.105,-0.075
'0:18.738',-0.090,-0.080
'0:18.740',-0.085,-0.080
'0:18.742',-0.090,-0.080
'0:18.744',-0.100,-0.080
'0:18.746',-0.100,-0.075
'0:18.748',-0.110,-0.070
'0:18.750',-0.125,-0.060
'0:18.752',-0.110,-0.055
'0:18.754',-0.110,-0.055
'0:18.756',-0.110,-0.055
'0:18.758',-0.105,-0.060
'0:18.760',-0.105,-0.070
'0:18.762',-0.130,-0.085
'0:18.764',-0.145,-0.095
'0:18.766',-0.145,-0.100
'0:18.768',-0.140,-0.095
'0:18.770',-0.115,-0.080
'0:18.772',-0.070,-0.050
'0:18.774',-0.005,-0.005
'0:18.776',0.055,0.055
'0:18.778',0.125,0.120
'0:18.780',0.205,0.200
'0:18.782',0.240,0.280
'0:18.784',0.310,0.355
'0:18.786',0.415,0.430
'0:18.788',0.505,0.495
'0:18.790',0.560,0.545
'0:18.792',0.585,0.570
'0:18.794',0.565,0.575
'0:18.796',0.530,0.550
'0:18.798',0.465,0.500
'0:18.800',0.380,0.425
